adresse,bezirk,art,wkr,gueltig,wber,truth_spd,base_spd,truth_cdu,base_cdu,truth_gruene,base_gruene,truth_linke,base_linke,truth_afd,base_afd,truth_fdp,base_fdp,truth_others,base_others
09W234,09,W,56,253.0,1035.0,16.601,17.631,19.368,11.295,14.625,7.438,16.601,23.14,16.996,21.488,3.557,4.132,12.253,14.876
09W235,09,W,56,350.0,899.0,16.0,19.027,16.0,9.937,18.571,8.034,18.571,22.622,15.143,21.353,2.571,4.228,13.143,14.799
09W236,09,W,56,298.0,927.0,17.785,18.883,18.792,9.84,10.067,7.979,19.128,22.606,16.779,21.277,4.027,4.255,13.423,15.16
09W237,09,W,56,319.0,856.0,22.257,22.438,18.182,11.911,10.972,8.31,18.182,24.377,14.734,22.438,1.567,3.324,14.107,7.202
09W238,09,W,56,324.0,973.0,23.765,21.911,22.84,11.655,8.333,8.159,13.889,24.709,20.679,22.378,2.469,3.497,8.025,7.692
09W239,09,W,56,386.0,906.0,20.725,23.025,31.865,13.093,11.917,9.481,11.399,20.767,16.062,21.896,1.813,3.837,6.218,7.901
09W240,09,W,56,271.0,784.0,16.605,18.478,22.14,6.793,2.583,3.804,23.985,35.87,21.033,22.826,1.476,2.717,12.177,9.511
09W241,09,W,56,354.0,1036.0,16.102,18.079,25.989,6.497,11.582,3.672,18.079,36.441,15.819,22.599,2.825,2.825,9.605,9.887
09W301,09,W,57,425.0,996.0,16.0,21.832,32.0,13.45,7.059,7.212,12.941,20.858,17.176,21.053,4.706,4.094,10.118,11.501
09W302,09,W,57,286.0,849.0,13.636,21.325,21.329,12.629,11.888,8.903,15.035,20.083,22.028,21.739,3.497,2.899,12.587,12.422
09W303,09,W,57,346.0,1068.0,16.185,21.192,21.387,13.411,13.295,8.113,13.295,20.033,17.919,21.358,2.89,3.642,15.029,12.252
09W304,09,W,57,308.0,885.0,17.857,23.849,31.494,10.042,6.494,7.113,11.039,24.895,20.779,22.385,3.896,2.72,8.442,8.996
09W305,09,W,57,313.0,807.0,15.016,23.114,23.003,10.706,9.585,7.786,15.974,24.574,23.962,22.141,1.917,3.163,10.543,8.516
09W306,09,W,57,340.0,871.0,22.941,19.826,21.765,11.547,14.706,11.111,11.765,21.569,13.529,19.172,3.235,4.357,12.059,12.418
09W307,09,W,57,257.0,745.0,16.732,19.189,15.953,11.622,15.953,11.351,15.564,20.811,19.066,18.649,3.502,4.595,13.23,13.784
09W308,09,W,57,360.0,890.0,19.167,19.038,18.889,13.026,14.167,10.02,15.278,19.84,16.944,19.639,3.611,4.208,11.944,14.228
09W309,09,W,57,347.0,940.0,14.986,20.912,20.173,11.528,11.527,6.971,17.867,20.107,15.562,23.861,5.476,2.949,14.409,13.673
09W310,09,W,57,326.0,913.0,19.018,21.412,19.939,11.617,6.748,7.289,15.031,20.501,17.178,23.462,3.988,2.961,18.098,12.756
09W311,09,W,57,293.0,874.0,18.771,20.04,20.478,12.698,13.652,9.921,13.311,20.04,20.819,21.032,2.73,3.175,10.239,13.095
09W312,09,W,57,315.0,847.0,20.952,23.198,22.222,11.036,12.063,7.207,17.46,20.946,18.095,22.973,1.587,1.802,7.619,12.838
09W313,09,W,57,241.0,766.0,20.332,23.377,24.896,10.649,10.373,6.234,11.203,20.779,22.822,23.117,2.905,1.818,7.469,14.026
09W314,09,W,57,211.0,695.0,14.692,22.449,17.536,10.884,13.744,6.122,12.796,20.068,23.697,24.83,6.161,2.381,11.374,13.265
09W315,09,W,57,266.0,782.0,14.286,18.59,24.812,11.538,17.293,11.538,10.526,20.513,10.15,18.59,7.143,4.487,15.789,14.744
09W316,09,W,57,355.0,1024.0,20.282,18.584,27.324,11.504,20.282,11.504,6.479,19.469,9.296,17.699,5.07,4.425,11.268,16.814
09W317,09,W,57,312.0,900.0,17.949,21.662,39.103,18.136,8.013,7.809,6.09,12.343,19.231,24.181,4.167,4.786,5.449,11.083
09W318,09,W,57,294.0,757.0,18.367,21.154,39.796,17.949,8.844,7.051,6.803,13.462,15.986,25.321,2.721,4.808,7.483,10.256
09W319,09,W,57,377.0,909.0,15.385,21.118,39.788,18.219,5.836,5.797,7.958,14.7,21.485,25.88,1.857,5.59,7.692,8.696
09W320,09,W,57,365.0,925.0,12.877,20.168,36.164,17.857,5.479,4.412,12.055,16.176,18.356,26.471,4.932,5.882,10.137,9.034
09W321,09,W,57,300.0,749.0,16.667,17.956,34.667,19.061,8.0,7.459,9.667,15.47,21.0,25.138,4.333,5.249,5.667,9.669
09W322,09,W,57,335.0,914.0,13.134,18.723,32.537,19.362,5.97,7.021,12.537,14.468,22.985,25.319,4.478,5.106,8.358,10.0
09W323,09,W,57,346.0,843.0,14.162,21.957,32.37,18.696,10.694,6.739,13.006,17.826,17.919,21.522,2.89,4.13,8.96,9.13
09W324,09,W,57,317.0,854.0,14.826,18.474,40.379,23.695,5.363,6.426,10.726,14.659,20.82,22.691,1.893,5.422,5.994,8.635
09W325,09,W,57,394.0,857.0,15.736,21.962,36.294,18.763,9.645,6.823,11.168,17.91,16.751,21.535,4.822,4.051,5.584,8.955
09W326,09,W,57,390.0,1065.0,18.462,17.925,34.103,22.83,8.462,6.226,11.026,14.151,18.462,25.472,3.59,5.283,5.897,8.113
09W327,09,W,57,399.0,873.0,16.291,14.808,32.832,18.83,2.506,5.484,7.769,12.431,22.306,31.81,4.01,4.57,14.286,12.066
09W328,09,W,57,295.0,808.0,14.576,20.732,32.881,16.768,7.458,6.402,9.831,15.244,18.983,25.61,4.407,3.659,11.864,11.585
09W329,09,W,57,238.0,735.0,12.605,19.681,31.092,15.426,3.782,6.383,11.345,13.83,24.37,27.128,3.361,3.989,13.445,13.564
09W330,09,W,57,230.0,750.0,11.739,19.95,28.261,15.212,1.304,6.234,10.87,14.214,34.348,27.431,0.0,3.741,13.478,13.217
09W331,09,W,57,251.0,802.0,11.952,18.274,29.88,12.437,0.797,4.569,7.57,15.99,34.661,32.995,3.586,3.046,11.554,12.69
09W332,09,W,57,236.0,1069.0,11.441,18.182,30.085,12.468,5.085,4.416,4.661,16.104,33.898,32.987,5.085,2.857,9.746,12.987
09W333,09,W,57,325.0,807.0,15.077,17.279,31.385,17.927,2.462,4.752,9.846,15.983,31.692,29.806,1.846,4.968,7.692,9.287
09W334,09,W,57,253.0,771.0,16.206,18.349,29.249,17.431,6.324,3.67,13.439,18.349,16.996,29.358,4.743,5.505,13.043,7.339
09W335,09,W,57,348.0,861.0,14.943,18.381,34.195,17.068,3.161,4.158,14.08,17.505,23.851,28.884,3.161,4.814,6.609,9.19
09W336,09,W,57,390.0,1045.0,20.0,18.705,34.615,16.187,3.077,3.777,8.974,16.547,22.821,31.475,2.051,4.496,8.462,8.813
09W337,09,W,57,345.0,878.0,15.072,17.241,38.841,18.391,3.478,3.448,8.986,14.253,22.029,35.862,4.638,2.989,6.957,7.816
09W338,09,W,57,232.0,750.0,15.517,17.765,26.293,12.894,3.448,2.865,6.897,18.052,31.466,32.092,3.017,3.725,13.362,12.607
09W339,09,W,57,207.0,890.0,16.908,15.335,21.256,10.224,1.932,4.153,10.145,15.335,32.367,35.463,0.966,3.195,16.425,16.294
09W340,09,W,57,209.0,801.0,15.311,16.463,25.837,11.28,0.478,3.659,13.876,16.463,31.1,34.756,3.828,3.354,9.569,14.024
09W341,09,W,57,300.0,887.0,17.0,17.526,24.333,12.629,2.0,3.093,14.667,17.784,28.333,32.99,1.667,3.866,12.0,12.113
09W401,09,W,58,394.0,1072.0,14.975,18.784,36.802,16.458,5.838,6.798,10.914,18.784,23.35,23.077,3.299,4.293,4.822,11.807
09W402,09,W,58,459.0,1192.0,18.519,18.559,34.423,16.376,6.318,6.769,12.854,18.777,13.725,22.926,5.882,4.367,8.279,12.227
09W403,09,W,58,365.0,1020.0,13.151,16.699,35.342,15.739,2.466,4.415,9.041,18.618,29.041,29.367,2.74,4.031,8.219,11.132
09W404,09,W,58,288.0,837.0,18.75,14.421,30.903,17.021,4.167,4.492,15.278,19.385,19.444,26.478,3.125,6.619,8.333,11.584
09W405,09,W,58,306.0,809.0,15.686,16.038,37.582,16.038,6.209,4.481,8.497,18.632,19.281,28.774,3.922,4.717,8.824,11.321
09W406,09,W,58,308.0,793.0,16.234,17.412,31.169,15.059,7.792,5.647,14.61,19.059,18.506,26.588,3.247,6.118,8.442,10.118
09W407,09,W,58,392.0,868.0,17.857,19.027,31.633,14.799,5.102,6.342,12.755,18.605,21.684,25.581,4.337,5.92,6.633,9.725
09W408,09,W,58,343.0,860.0,13.994,15.753,33.819,16.438,2.041,5.023,15.16,19.635,25.948,26.712,4.082,6.393,4.956,10.046
09W409,09,W,58,356.0,794.0,17.135,15.99,32.303,18.138,13.202,9.308,11.798,18.854,15.449,20.048,2.809,10.263,7.303,7.399
09W410,09,W,58,297.0,719.0,16.162,17.08,34.68,18.182,10.774,6.336,7.071,17.355,15.152,20.661,7.407,9.366,8.754,11.019
09W411,09,W,58,211.0,399.0,16.114,19.149,40.758,15.745,9.953,8.511,5.687,14.043,14.692,23.404,6.161,6.809,6.635,12.34
09W412,09,W,58,425.0,880.0,21.412,20.641,31.529,16.032,7.294,7.415,13.176,19.038,14.824,19.238,4.235,10.02,7.529,7.615
09W413,09,W,58,406.0,776.0,13.793,25.495,36.207,13.366,9.113,6.683,14.532,19.307,12.562,22.03,6.158,4.703,7.635,8.416
09W414,09,W,58,307.0,755.0,17.915,20.524,35.831,16.376,5.537,7.205,13.681,18.996,14.007,19.432,6.189,9.825,6.84,7.642
09W415,09,W,58,341.0,922.0,19.355,18.495,36.364,15.269,7.331,10.323,14.37,18.925,11.73,21.075,4.985,6.452,5.865,9.462
09W416,09,W,58,394.0,895.0,16.497,19.843,27.919,14.735,12.183,9.43,11.929,19.646,14.975,22.2,6.599,5.305,9.898,8.841
09W417,09,W,58,479.0,1447.0,15.866,22.989,34.447,17.05,9.812,7.28,11.273,15.9,14.614,21.839,3.758,5.939,10.23,9.004
09W418,09,W,58,551.0,1451.0,18.33,21.084,26.134,13.554,18.149,7.831,12.886,20.181,8.893,23.193,7.26,3.916,8.348,10.241
09W419,09,W,58,317.0,828.0,23.975,25.0,26.498,13.839,4.732,6.696,10.095,20.089,22.713,22.545,1.262,4.464,10.726,7.366
09W420,09,W,58,258.0,803.0,13.178,12.982,17.442,6.667,8.14,5.263,15.504,17.193,22.481,29.123,0.775,4.211,22.481,24.561
09W421,09,W,58,255.0,754.0,15.294,23.547,34.51,15.698,9.804,7.267,14.118,17.733,15.686,19.767,5.098,4.36,5.49,11.628
09W422,09,W,58,258.0,770.0,13.953,18.136,16.667,8.564,20.543,11.839,20.155,24.937,14.729,19.144,0.775,3.023,13.178,14.358
09W423,09,W,58,330.0,850.0,15.152,24.176,23.636,14.011,11.212,6.044,13.333,20.055,18.182,22.253,3.333,3.846,15.152,9.615
09W424,09,W,58,287.0,888.0,15.331,21.749,21.603,10.875,8.362,5.91,15.331,23.877,21.254,24.35,1.394,2.837,16.725,10.402
09W425,09,W,58,312.0,914.0,23.718,23.821,23.397,8.933,2.885,2.978,13.782,23.821,24.679,27.295,2.564,2.978,8.974,10.174
09W426,09,W,58,348.0,905.0,13.506,17.373,19.54,10.593,12.356,13.771,19.253,21.398,16.667,19.28,4.31,3.814,14.368,13.771
09W427,09,W,58,315.0,758.0,19.048,18.277,17.46,11.227,15.238,12.272,17.143,22.454,14.921,20.104,3.81,3.394,12.381,12.272
09W428,09,W,58,305.0,896.0,13.77,22.812,22.951,14.062,17.705,8.125,16.721,22.5,17.705,20.312,3.934,3.438,7.213,8.75
09W429,09,W,58,325.0,960.0,12.0,22.055,28.308,13.534,15.692,8.521,9.846,22.306,13.846,20.551,6.462,3.509,13.846,9.524
09W430,09,W,58,258.0,874.0,18.217,21.659,25.581,13.134,16.667,8.756,15.504,23.041,12.016,21.198,6.202,3.226,5.814,8.986
09W431,09,W,58,441.0,1233.0,16.327,20.096,24.263,12.44,12.018,8.612,15.646,23.923,17.234,21.531,3.628,2.871,10.884,10.526
09W432,09,W,58,330.0,874.0,15.758,19.701,15.455,10.973,13.939,10.474,20.0,26.185,16.364,17.207,3.939,2.494,14.545,12.968
09W433,09,W,58,355.0,898.0,19.718,21.413,24.225,12.634,11.268,9.422,18.31,23.983,12.113,19.7,1.972,2.998,12.394,9.85
09W434,09,W,58,321.0,1038.0,20.249,23.598,24.611,15.28,12.461,7.157,13.707,23.404,14.642,19.536,4.984,4.062,9.346,6.963
09W435,09,W,58,267.0,875.0,11.236,22.141,31.086,13.869,16.105,7.543,15.356,24.818,12.734,19.951,2.247,3.65,11.236,8.029
09W436,09,W,58,378.0,949.0,15.608,17.938,19.048,7.629,12.963,13.196,19.577,23.299,16.667,19.794,2.646,3.711,13.492,14.433
09W437,09,W,58,334.0,896.0,14.671,18.29,20.659,10.451,17.964,9.501,15.569,28.029,15.868,18.527,2.395,2.375,12.874,12.827
09W438,09,W,58,425.0,1037.0,16.235,23.673,35.529,17.551,9.176,7.143,10.353,16.327,16.235,22.449,5.176,5.918,7.294,6.939
09W439,09,W,58,416.0,977.0,15.865,21.589,26.202,14.053,13.462,8.147,12.981,20.57,16.106,23.625,3.606,3.87,11.779,8.147
09W440,09,W,58,215.0,838.0,18.605,13.265,19.07,7.143,3.256,5.442,12.093,17.687,24.651,29.932,4.186,4.082,18.14,22.449
09W501,09,W,59,401.0,884.0,14.963,18.884,21.446,8.798,19.202,11.803,17.955,24.034,11.721,19.528,2.743,5.365,11.97,11.588
09W502,09,W,59,321.0,862.0,15.265,21.481,31.464,9.877,7.165,5.679,11.838,21.235,20.249,26.173,2.492,1.728,11.526,13.827
09W503,09,W,59,314.0,894.0,20.064,21.307,24.841,9.659,11.146,5.682,8.599,21.023,18.153,26.136,5.732,1.705,11.465,14.489
09W504,09,W,59,305.0,911.0,27.213,25.157,23.279,9.644,2.295,4.193,14.754,23.061,20.656,24.948,2.295,2.725,9.508,10.273
09W505,09,W,59,302.0,926.0,20.861,24.39,21.854,9.959,3.642,4.472,18.212,23.984,23.51,24.797,3.642,3.252,8.278,9.146
09W506,09,W,59,301.0,892.0,21.595,25.0,25.914,9.91,3.654,4.279,14.286,24.324,25.581,25.0,2.658,2.928,6.312,8.559
09W507,09,W,59,335.0,761.0,25.97,27.02,23.582,9.343,2.687,3.535,20.0,24.495,18.209,24.495,2.985,3.03,6.567,8.081
09W508,09,W,59,312.0,806.0,20.192,22.944,25.962,15.368,6.731,6.926,12.5,21.429,19.551,17.965,3.526,4.978,11.538,10.39
09W509,09,W,59,384.0,1041.0,15.365,17.271,15.885,6.823,3.125,4.264,17.708,23.241,30.208,32.409,1.562,2.345,16.146,13.646
09W510,09,W,59,306.0,858.0,20.261,17.381,23.856,6.667,2.941,4.524,15.033,24.048,21.895,30.476,1.961,1.905,14.052,15.0
09W511,09,W,59,329.0,888.0,20.365,22.371,13.374,10.738,10.03,9.843,18.541,21.477,19.453,20.134,3.951,3.579,14.286,11.857
09W512,09,W,59,254.0,855.0,15.748,16.753,18.504,9.021,5.118,8.505,12.598,22.68,28.346,25.258,3.937,2.835,15.748,14.948
09W513,09,W,59,259.0,818.0,15.83,21.003,23.166,12.853,10.425,7.21,13.127,18.495,22.78,25.392,4.247,3.762,10.425,11.285
09W514,09,W,59,235.0,770.0,15.745,18.667,17.447,9.667,11.489,7.333,18.298,21.0,20.851,25.667,4.255,2.0,11.915,15.667
09W515,09,W,59,298.0,853.0,20.805,22.864,26.51,12.009,9.732,7.159,8.389,20.323,22.483,24.018,2.685,2.771,9.396,10.855
09W516,09,W,59,437.0,952.0,21.053,22.366,25.172,13.678,3.204,5.36,15.789,19.224,22.883,26.987,4.119,3.697,7.78,8.688
09W517,09,W,59,324.0,900.0,12.654,18.635,33.025,13.123,6.481,6.824,10.185,17.585,22.222,27.559,3.704,4.987,11.728,11.286
09W518,09,W,59,410.0,955.0,17.805,21.429,33.415,13.673,5.854,5.918,13.171,18.98,19.512,27.551,2.683,4.49,7.561,7.959
09W519,09,W,59,376.0,928.0,18.085,24.622,30.053,12.959,9.574,4.752,13.298,21.814,18.617,24.838,3.989,4.104,6.383,6.911
09W520,09,W,59,361.0,1099.0,24.377,22.852,24.931,13.23,4.986,5.498,14.681,20.275,19.391,25.086,4.709,4.983,6.925,8.076
09W521,09,W,59,325.0,872.0,19.692,24.709,33.231,12.587,2.769,4.429,14.462,22.611,20.615,24.242,1.538,4.196,7.692,7.226
09W522,09,W,59,360.0,906.0,15.278,21.205,32.222,16.741,6.944,6.92,15.556,16.964,18.056,22.768,5.556,7.589,6.389,7.812
09W523,09,W,59,316.0,952.0,14.241,25.098,22.468,11.961,5.38,3.922,19.937,23.725,23.101,24.118,2.532,2.941,12.342,8.235
09W524,09,W,59,329.0,758.0,16.717,23.604,32.827,15.482,6.687,5.584,13.374,20.305,14.286,22.335,5.775,6.091,10.334,6.599
09W525,09,W,59,374.0,934.0,15.508,22.065,31.551,18.016,10.16,7.085,13.904,16.599,14.706,20.85,5.615,8.704,8.556,6.68
09W526,09,W,59,328.0,882.0,16.463,18.142,33.537,13.053,3.049,4.425,11.585,19.469,25.61,29.867,3.963,5.973,5.793,9.071
09W527,09,W,59,359.0,892.0,14.485,18.398,34.54,13.636,6.964,4.762,13.649,19.697,20.334,30.303,2.507,5.628,7.521,7.576
09W528,09,W,59,435.0,965.0,16.322,17.722,33.563,16.245,4.368,5.485,12.414,18.776,21.609,29.325,3.908,5.696,7.816,6.751
09W529,09,W,59,389.0,915.0,9.769,16.563,31.105,17.391,5.398,6.418,10.283,18.012,31.62,28.157,3.342,4.969,8.483,8.489
09W530,09,W,59,395.0,901.0,18.987,18.257,34.684,17.842,5.063,5.187,7.342,16.805,23.544,27.801,5.316,7.261,5.063,6.846
09W531,09,W,59,440.0,1053.0,10.909,18.596,37.727,17.719,3.409,5.088,8.864,16.316,23.636,27.544,6.364,7.544,9.091,7.193
09W532,09,W,59,308.0,831.0,20.455,17.763,28.896,8.114,2.922,5.482,16.234,24.781,19.805,30.482,2.273,3.289,9.416,10.088
09W533,09,W,59,250.0,795.0,20.0,18.617,18.4,8.245,2.8,4.521,21.6,23.138,20.8,31.649,2.0,2.926,14.4,10.904
09W601,09,W,60,369.0,827.0,17.615,22.624,35.23,13.575,8.13,6.335,11.924,21.267,17.073,23.529,3.252,3.846,6.775,8.824
09W602,09,W,60,359.0,840.0,19.22,22.462,28.969,13.607,5.85,6.263,13.649,21.166,21.727,23.758,3.064,3.672,7.521,9.071
09W603,09,W,60,376.0,927.0,17.021,22.154,33.245,16.057,14.362,7.724,15.16,22.154,12.5,19.106,3.457,3.862,4.255,8.943
09W604,09,W,60,363.0,775.0,19.559,21.792,28.926,13.801,8.264,7.022,11.295,20.581,15.978,23.245,3.581,3.874,12.397,9.685
09W605,09,W,60,326.0,879.0,20.245,21.98,22.699,16.436,7.975,8.119,16.258,22.178,18.405,18.812,3.374,3.96,11.043,8.515
09W606,09,W,60,419.0,981.0,20.525,24.71,20.048,12.934,9.069,6.178,16.468,22.587,15.99,21.815,4.296,2.896,13.604,8.88
09W607,09,W,60,252.0,756.0,25.0,24.672,23.016,12.073,7.143,5.249,14.286,22.835,18.254,22.31,1.984,3.15,10.317,9.711
09W608,09,W,60,400.0,1020.0,19.0,24.399,29.25,12.754,9.0,5.36,14.75,22.736,17.25,22.736,2.0,3.327,8.75,8.688
09W609,09,W,60,243.0,812.0,22.634,24.069,30.041,12.894,6.173,5.444,10.7,22.636,18.107,22.923,4.115,3.438,8.23,8.596
09W610,09,W,60,348.0,927.0,17.241,23.34,27.586,15.493,10.345,9.457,18.391,19.92,11.782,18.109,2.874,2.817,11.782,10.865
09W611,09,W,60,520.0,1050.0,17.308,21.646,28.462,15.564,16.923,8.766,15.577,20.751,10.577,20.751,1.538,3.757,9.615,8.766
09W612,09,W,60,386.0,832.0,21.762,20.711,25.907,15.481,10.104,8.159,12.694,21.339,13.472,21.13,4.404,4.603,11.658,8.577
09W613,09,W,60,421.0,950.0,9.739,17.2,24.466,11.0,13.777,12.2,20.665,22.0,15.202,20.6,3.088,2.6,13.064,14.4
09W614,09,W,60,391.0,1049.0,16.624,19.444,21.483,10.897,10.486,11.111,15.857,23.504,16.368,20.726,5.115,3.205,14.066,11.111
09W615,09,W,60,313.0,833.0,20.447,21.429,23.323,13.445,6.39,10.714,20.447,25.21,18.211,15.756,1.278,2.941,9.904,10.504
09W616,09,W,60,357.0,870.0,19.048,21.519,24.09,13.502,17.367,10.759,18.207,25.105,13.725,15.823,1.961,2.954,5.602,10.338
09W617,09,W,60,358.0,990.0,16.201,19.915,27.933,11.229,11.173,8.686,19.274,27.542,11.732,18.644,3.911,4.873,9.777,9.11
09W618,09,W,60,419.0,973.0,24.105,23.725,25.06,10.865,9.069,8.426,16.706,25.721,15.99,19.956,3.103,4.213,5.967,7.095
09W619,09,W,60,270.0,878.0,15.185,23.83,23.333,10.851,13.333,8.511,18.889,25.745,17.037,20.0,1.481,4.043,10.741,7.021
09W620,09,W,60,413.0,1033.0,20.339,18.898,20.581,11.614,13.801,10.827,19.37,26.575,14.044,17.126,2.663,5.315,9.201,9.646
09W621,09,W,60,303.0,881.0,18.152,19.792,17.822,12.917,14.521,11.667,26.403,25.833,10.891,16.458,1.65,4.375,10.561,8.958
09W622,09,W,60,375.0,935.0,16.0,19.507,20.267,14.579,19.733,15.4,21.867,22.587,8.267,13.552,5.333,4.517,8.533,9.856
09W623,09,W,60,414.0,977.0,12.56,19.512,23.188,11.632,18.357,14.259,21.498,25.328,10.145,14.634,3.865,5.066,10.386,9.568
09W624,09,W,60,421.0,993.0,14.727,19.892,23.99,7.706,10.689,10.932,21.853,30.287,14.489,16.487,2.613,5.914,11.639,8.781
09W625,09,W,60,349.0,847.0,10.029,18.239,16.332,12.998,27.221,15.514,19.198,23.27,12.321,13.836,3.725,6.289,11.175,9.853
09W626,09,W,60,448.0,938.0,18.75,18.954,23.438,13.072,15.625,14.597,16.741,24.837,10.714,14.379,4.464,6.1,10.268,8.061
09W627,09,W,60,325.0,952.0,21.846,20.656,23.077,12.162,15.692,10.618,18.462,27.606,9.846,15.444,0.923,5.598,10.154,7.915
09W628,09,W,60,346.0,824.0,13.584,20.096,26.879,12.679,15.607,12.44,17.052,26.555,15.318,15.072,3.757,5.981,7.803,7.177
09W629,09,W,60,415.0,1045.0,17.108,18.762,30.602,16.51,8.916,9.944,12.53,19.7,17.108,23.452,5.301,4.878,8.434,6.754
09W630,09,W,60,352.0,904.0,13.92,18.684,34.091,16.136,7.386,10.616,8.807,19.533,20.739,23.142,4.545,6.582,10.511,5.308
09W631,09,W,60,332.0,818.0,13.855,18.075,32.53,15.258,9.94,11.737,16.566,18.545,16.867,21.362,3.916,9.155,6.325,5.869
09W632,09,W,60,382.0,877.0,16.754,18.913,30.366,16.957,12.042,7.826,13.874,18.043,15.183,23.696,4.188,8.043,7.592,6.522
09W633,09,W,60,377.0,950.0,17.772,22.691,31.83,18.273,13.263,10.643,8.488,16.667,16.446,19.478,3.714,5.422,8.488,6.827
09W634,09,W,60,380.0,994.0,15.263,17.919,37.632,18.497,10.263,10.405,11.579,21.002,15.0,18.882,4.474,7.129,5.789,6.166
09W635,09,W,60,628.0,1473.0,11.465,15.527,33.758,18.484,10.828,9.797,10.987,22.736,18.153,19.593,5.892,8.318,8.917,5.545
09W636,09,W,60,452.0,991.0,15.044,18.107,35.841,16.667,7.743,7.613,10.619,18.313,19.027,24.074,5.088,8.642,6.637,6.584
10B1A,10,B,61,358.0,0.0,18.156,17.101,25.419,7.536,3.352,3.768,18.156,30.435,18.994,22.609,0.838,3.188,15.084,15.362
10B1B,10,B,61,359.0,0.0,17.549,15.64,26.462,9.953,8.078,3.791,17.827,29.858,16.435,23.697,2.228,2.37,11.421,14.692
10B1C,10,B,61,277.0,0.0,16.968,15.068,27.437,10.959,5.415,4.11,10.469,30.137,26.354,24.315,2.166,1.37,11.191,14.041
10B1D,10,B,61,422.0,0.0,20.853,15.693,24.171,11.314,4.028,3.65,14.218,28.467,19.668,22.628,2.607,2.19,14.455,16.058
10B1E,10,B,61,497.0,0.0,18.913,15.538,22.535,10.359,4.427,4.382,21.932,30.677,15.292,23.108,1.408,2.39,15.493,13.546
10B1F,10,B,61,470.0,0.0,14.468,15.849,20.851,10.943,4.681,3.774,17.66,30.566,26.17,23.396,3.191,2.642,12.979,12.83
10B1G,10,B,61,419.0,0.0,10.979,17.557,27.924,11.069,4.535,3.435,18.854,30.153,21.241,23.282,2.625,1.908,13.842,12.595
10B1H,10,B,61,304.0,0.0,17.763,18.0,26.974,11.2,1.974,3.6,17.105,30.8,19.079,23.6,1.974,1.6,15.132,11.2
10B1J,10,B,61,485.0,0.0,18.969,16.959,27.835,11.404,4.742,3.216,20.412,32.164,17.526,22.515,1.649,2.632,8.866,11.111
10B1K,10,B,61,423.0,0.0,18.203,17.959,22.222,10.612,4.728,3.265,19.385,31.02,20.331,24.49,2.128,2.449,13.002,10.204
10B1L,10,B,61,397.0,0.0,18.136,16.4,26.7,10.0,4.282,3.6,20.151,31.2,17.38,24.8,1.511,2.4,11.839,11.6
10B1M,10,B,61,340.0,0.0,17.353,17.083,23.824,10.417,5.294,3.333,19.706,30.417,20.294,25.417,0.588,2.083,12.941,11.25
10B2A,10,B,62,482.0,0.0,14.938,19.035,25.726,11.528,6.224,2.681,20.124,32.44,17.012,19.303,3.32,3.217,12.656,11.796
10B2B,10,B,62,545.0,0.0,19.633,18.53,29.725,11.502,2.752,3.195,21.651,33.227,12.661,18.85,2.752,2.556,10.826,12.141
10B2C,10,B,62,209.0,0.0,20.096,17.778,26.316,11.667,4.306,3.333,20.096,31.667,13.397,18.333,2.392,2.778,13.397,14.444
10B2D,10,B,62,515.0,0.0,21.359,17.832,28.932,12.238,4.272,3.497,18.835,33.217,11.068,18.182,1.165,2.797,14.369,12.238
10B2E,10,B,62,310.0,0.0,19.032,18.229,29.677,11.979,4.839,3.125,16.129,31.771,16.129,18.75,2.258,3.125,11.935,13.021
10B2F,10,B,62,303.0,0.0,19.472,18.487,28.383,12.605,3.63,3.361,16.832,31.513,15.842,19.748,2.97,2.941,12.871,11.345
10B2G,10,B,62,326.0,0.0,22.393,18.41,30.061,12.552,2.454,3.766,20.859,31.381,12.577,20.084,1.84,2.929,9.816,10.879
10B2H,10,B,62,484.0,0.0,20.041,18.421,29.959,11.696,3.512,3.509,21.074,30.994,10.744,21.053,1.24,2.047,13.43,12.281
10B2J,10,B,62,261.0,0.0,13.793,16.822,30.268,11.682,5.747,3.738,23.372,34.112,15.709,18.692,0.766,2.804,10.345,12.15
10B2K,10,B,62,397.0,0.0,20.151,17.442,23.929,11.24,5.038,3.488,20.655,34.496,16.121,19.767,2.771,2.326,11.335,11.24
10B2L,10,B,62,486.0,0.0,20.576,20.495,35.597,14.865,3.909,4.279,17.49,28.153,11.317,17.568,3.909,4.955,7.202,9.685
10B2M,10,B,62,275.0,0.0,18.182,19.865,31.273,12.121,5.455,3.03,18.909,32.997,13.818,17.845,4.0,4.04,8.364,10.101
10B2N,10,B,62,329.0,0.0,14.286,17.327,31.611,12.376,5.471,4.455,21.277,35.149,11.55,17.822,3.04,2.97,12.766,9.901
10B2P,10,B,62,261.0,0.0,22.222,18.889,29.119,13.333,7.663,4.444,18.008,31.667,8.812,17.778,2.299,3.333,11.877,10.556
10B2Q,10,B,62,293.0,0.0,18.089,20.495,31.399,15.194,4.778,4.594,19.113,31.802,12.969,15.194,3.072,3.534,10.58,9.187
10B2R,10,B,62,453.0,0.0,20.309,17.742,26.711,12.5,3.753,4.435,22.737,35.081,18.102,18.548,0.883,2.823,7.506,8.871
10B2S,10,B,62,462.0,0.0,19.481,19.171,34.199,13.99,4.545,3.627,16.45,31.347,13.853,20.984,1.948,2.332,9.524,8.549
