adresse,bezirk,art,wkr,gueltig,wber,truth_spd,base_spd,truth_cdu,base_cdu,truth_gruene,base_gruene,truth_linke,base_linke,truth_afd,base_afd,truth_fdp,base_fdp,truth_others,base_others
04B7D,04,B,29,385.0,0.0,23.117,21.782,32.208,22.772,20.779,17.492,7.792,8.581,3.896,10.231,4.416,11.221,7.792,7.921
04B7E,04,B,29,392.0,0.0,20.663,21.352,22.449,22.776,36.224,18.861,5.612,8.541,2.041,9.609,5.612,10.32,7.398,8.541
04B7F,04,B,29,365.0,0.0,23.836,21.678,28.219,22.727,26.301,19.231,9.041,8.741,1.644,9.79,4.11,10.14,6.849,7.692
04B7G,04,B,29,251.0,0.0,21.116,21.481,17.928,22.963,27.49,18.889,12.749,8.889,4.382,10.0,5.179,10.37,11.155,7.407
04B7H,04,B,29,346.0,0.0,18.786,21.865,34.971,24.116,25.145,18.328,5.491,8.36,4.046,9.325,6.358,11.897,5.202,6.109
04B7I,04,B,29,423.0,0.0,22.222,20.958,39.48,25.449,14.657,16.467,5.201,8.084,5.674,11.078,5.91,10.778,6.856,7.186
04B7J,04,B,29,500.0,0.0,26.2,21.865,33.2,24.116,22.2,18.328,6.4,8.36,2.6,9.325,4.8,11.897,4.6,6.109
04B7K,04,B,29,514.0,0.0,22.568,21.233,36.187,25.0,19.066,16.781,7.393,8.219,3.502,10.959,3.891,10.959,7.393,6.849
04B7L,04,B,29,462.0,0.0,25.541,21.509,33.117,24.151,24.675,18.113,4.113,8.302,2.381,9.434,5.195,11.698,4.978,6.792
04B7M,04,B,29,422.0,0.0,21.327,21.901,35.545,23.967,20.853,17.355,6.398,8.264,3.555,9.917,7.346,11.57,4.976,7.025
04B7N,04,B,29,385.0,0.0,18.961,22.222,30.649,22.876,23.896,19.281,9.091,9.15,2.597,9.804,6.753,10.784,8.052,5.882
04B7P,04,B,29,422.0,0.0,23.46,22.222,39.573,24.183,10.9,16.667,4.976,8.497,6.161,10.784,6.872,11.765,8.057,5.882
04B7Q,04,B,29,407.0,0.0,19.902,22.222,28.501,23.203,20.885,19.281,13.514,9.15,3.686,9.804,5.16,10.458,8.354,5.882
04B7R,04,B,29,428.0,0.0,20.561,22.145,25.701,23.183,30.374,19.377,7.477,8.997,2.57,9.689,7.71,10.381,5.607,6.228
04B7S,04,B,29,618.0,0.0,25.89,19.574,41.1,25.532,11.489,16.809,4.045,7.447,5.825,12.128,7.929,12.34,3.722,6.17
04B7T,04,B,29,387.0,0.0,22.997,21.101,43.411,26.606,13.437,16.514,4.134,7.951,3.618,10.092,9.561,12.844,2.842,4.893
04B7U,04,B,29,457.0,0.0,23.632,21.402,39.387,25.83,14.661,17.343,5.908,7.749,3.939,10.332,5.908,12.177,6.565,5.166
04B7V,04,B,29,383.0,0.0,25.065,21.429,37.337,26.299,16.71,16.883,4.7,7.792,3.655,10.065,7.572,12.662,4.961,4.87
04B7W,04,B,29,690.0,0.0,22.754,21.725,37.826,26.198,15.362,16.933,4.203,8.307,3.913,11.182,9.42,10.863,6.522,4.792
04B7X,04,B,29,596.0,0.0,21.141,22.899,45.638,24.638,14.597,16.522,3.02,8.696,3.188,11.304,7.383,11.594,5.034,4.348
04B7Y,04,B,29,309.0,0.0,22.33,22.266,24.272,24.219,29.45,19.531,9.709,8.594,4.207,10.156,4.854,10.547,5.178,4.688
04B7Z,04,B,29,427.0,0.0,24.59,22.363,25.995,24.895,20.141,17.3,10.07,8.439,3.044,10.549,7.963,11.392,8.197,5.063
04B8A,04,B,23,339.0,0.0,23.009,21.721,27.139,19.672,24.189,20.082,9.145,9.016,3.54,10.246,6.785,9.836,6.195,9.426
04B8B,04,B,23,514.0,0.0,21.401,22.34,29.572,20.567,25.486,20.922,6.809,9.22,4.475,10.284,5.447,9.929,6.809,6.738
04B8C,04,B,23,349.0,0.0,25.501,22.308,32.378,20.385,20.63,20.769,7.163,9.231,2.579,10.385,3.152,10.0,8.596,6.923
04B8D,04,B,23,273.0,0.0,17.949,22.17,27.106,18.868,25.275,20.283,8.059,9.906,5.128,11.792,7.692,9.434,8.791,7.547
04B8E,04,B,23,263.0,0.0,20.152,21.891,30.038,19.403,20.152,19.9,6.844,9.95,7.605,11.94,6.084,9.453,9.125,7.463
04B8F,04,B,23,410.0,0.0,19.268,22.541,24.146,19.262,29.024,20.492,8.293,9.836,4.634,11.885,6.341,9.426,8.293,6.557
04B8G,04,B,23,358.0,0.0,17.877,22.271,23.184,19.214,31.285,20.524,8.659,10.044,5.307,11.79,3.911,9.17,9.777,6.987
04W101,04,W,23,322.0,1114.0,19.565,22.757,28.261,17.724,12.112,8.972,7.143,9.19,14.286,23.195,5.59,7.44,13.043,10.722
04W102,04,W,23,155.0,660.0,29.677,26.159,18.065,18.543,16.774,10.927,5.806,7.947,12.903,17.881,6.452,6.954,10.323,11.589
04W103,04,W,23,397.0,1238.0,19.144,27.15,35.516,20.405,9.824,10.793,8.06,6.914,14.61,17.707,4.534,7.083,8.312,9.949
04W104,04,W,23,275.0,1032.0,21.455,25.114,34.182,17.808,4.727,9.589,6.909,6.621,15.273,22.374,5.455,8.219,12.0,10.274
04W105,04,W,23,304.0,1118.0,24.342,21.622,31.579,18.919,9.539,10.36,7.566,9.009,12.171,23.198,4.276,5.856,10.526,11.036
04W106,04,W,23,249.0,990.0,24.498,22.251,24.498,18.325,13.655,9.162,8.835,8.639,13.655,24.346,5.221,7.33,9.639,9.948
04W107,04,W,23,332.0,1155.0,19.277,25.788,39.458,23.562,5.12,6.865,5.12,5.937,18.072,23.006,6.325,8.72,6.627,6.122
04W108,04,W,23,157.0,459.0,22.293,24.365,36.306,17.259,9.554,8.122,6.369,7.107,14.013,20.812,2.548,5.076,8.917,17.259
04W109,04,W,23,259.0,1061.0,16.988,20.844,35.521,20.317,8.108,8.707,6.178,7.652,18.533,22.955,5.405,6.86,9.266,12.665
04W110,04,W,23,337.0,1151.0,28.19,28.148,33.531,21.481,7.715,7.037,5.045,7.963,13.65,18.148,4.154,7.963,7.715,9.259
04W111,04,W,23,279.0,981.0,20.072,31.044,37.276,22.527,6.093,8.516,5.018,5.769,15.054,17.308,7.168,6.319,9.319,8.516
04W112,04,W,23,410.0,1137.0,23.415,27.178,19.756,13.589,19.512,14.46,11.463,11.324,9.512,17.77,4.634,5.052,11.707,10.627
04W113,04,W,23,487.0,1297.0,19.097,22.969,22.793,13.125,22.177,19.219,11.704,13.125,7.392,12.188,5.955,8.906,10.883,10.469
04W114,04,W,23,396.0,1151.0,18.939,24.381,20.707,15.048,25.0,17.905,10.354,12.571,9.091,10.857,4.293,8.381,11.616,10.857
04W115,04,W,23,426.0,1126.0,17.371,21.565,17.136,12.522,28.638,25.739,15.258,13.565,7.042,9.565,4.225,9.043,10.329,8.0
04W116,04,W,23,485.0,1244.0,17.732,23.328,20.0,12.072,31.134,23.491,8.247,11.909,7.423,11.256,5.979,7.504,9.485,10.44
04W117,04,W,23,325.0,1047.0,22.769,28.469,23.077,15.789,18.769,19.378,8.308,11.244,8.308,10.048,9.538,8.612,9.231,6.459
04W118,04,W,23,325.0,1155.0,22.769,23.529,19.077,14.118,28.923,19.02,10.769,15.49,6.769,11.373,4.615,6.078,7.077,10.392
04W119,04,W,23,401.0,1199.0,20.698,27.013,16.708,15.027,24.688,20.394,17.456,11.807,6.484,10.555,5.985,8.587,7.98,6.619
04W201,04,W,24,320.0,921.0,22.5,17.169,34.688,20.882,22.188,20.882,2.5,6.961,6.875,10.441,6.562,15.545,4.688,8.121
04W202,04,W,24,361.0,1078.0,21.607,24.386,35.18,23.44,16.62,14.934,6.925,4.915,6.371,13.8,6.925,12.287,6.371,6.238
04W203,04,W,24,307.0,987.0,15.309,18.966,34.853,23.922,17.915,14.44,7.166,5.172,10.098,10.776,11.401,19.828,3.257,6.897
04W204,04,W,24,384.0,1323.0,24.219,21.972,41.146,28.31,10.156,10.141,5.469,6.761,7.552,17.042,6.51,12.113,4.948,3.662
04W205,04,W,24,318.0,924.0,18.868,18.083,36.478,27.887,13.836,11.111,5.031,5.447,6.918,12.636,12.579,16.993,6.289,7.843
04W206,04,W,24,372.0,1155.0,22.312,24.593,36.559,25.61,11.29,8.943,5.376,5.488,10.753,15.244,6.72,10.772,6.989,9.35
04W207,04,W,24,397.0,1169.0,17.38,19.625,30.73,23.72,16.877,13.993,9.068,8.874,9.32,13.311,7.053,13.481,9.572,6.997
04W208,04,W,24,242.0,1224.0,23.967,28.894,20.248,16.479,21.488,11.061,11.157,14.447,9.917,11.738,6.198,7.675,7.025,9.707
04W209,04,W,24,349.0,979.0,19.198,25.447,30.946,23.658,23.782,15.905,6.017,5.567,6.59,11.531,6.017,12.127,7.45,5.765
04W210,04,W,24,436.0,1158.0,21.101,25.958,42.661,26.307,15.596,10.105,4.358,7.317,7.339,12.544,4.358,11.15,4.587,6.62
04W211,04,W,24,428.0,1081.0,22.664,20.656,35.28,24.903,15.654,13.707,4.439,8.108,6.075,12.548,10.514,14.286,5.374,5.792
04W212,04,W,24,458.0,1210.0,25.328,22.942,34.498,25.744,16.812,14.011,3.93,6.13,6.114,11.559,7.86,14.186,5.459,5.429
04W213,04,W,24,288.0,828.0,21.528,24.198,40.972,25.185,13.542,12.84,3.819,3.951,6.25,12.593,8.333,15.802,5.556,5.432
04W214,04,W,24,410.0,1266.0,20.488,24.394,22.195,15.744,22.439,15.398,10.244,10.554,9.756,13.841,4.146,7.093,10.732,12.976
04W215,04,W,24,337.0,1041.0,23.442,28.508,17.507,10.69,26.706,24.944,13.65,14.699,6.528,7.795,2.967,4.677,9.199,8.686
04W216,04,W,24,451.0,1286.0,20.177,21.646,38.581,20.884,16.63,17.988,4.213,5.488,6.208,9.909,8.647,18.75,5.543,5.335
04W217,04,W,24,460.0,1244.0,20.87,20.893,32.174,25.997,21.304,15.63,5.87,7.177,5.435,7.974,7.826,17.863,6.522,4.466
04W218,04,W,24,424.0,1230.0,17.453,23.42,39.387,22.677,16.274,14.684,6.84,7.435,5.896,11.152,8.491,16.914,5.66,3.717
04W219,04,W,24,384.0,1176.0,23.958,24.194,29.948,22.581,14.062,12.366,7.292,8.423,7.812,10.753,10.938,15.233,5.99,6.452
04W220,04,W,24,526.0,1150.0,17.681,16.189,30.798,24.115,23.574,22.597,7.795,7.42,4.563,7.251,11.597,18.044,3.992,4.384
