party,name,birth_year,birth_place,residence,profession,source
afd,Alexander Raue,1973,Halle (Saale),Halle (Saale),Bauingenieur,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Andreas Best,1962,Coswig (Anhalt),"Coswig (Anhalt), OT Köselitz",Bauunternehmer,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Andreas Gehlmann,1974,Sangerhausen,Sangerhausen,Dipl.-Ingenieur (FH),https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Armin Friese,1953,Dillingen,Halberstadt,Mediengestalter,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Benedikt Weiß,1994,Stendal,Halle (Saale),Softwareentwickler,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Benjamin Hellmann,1989,Magdeburg,"Wanzleben-Börde, OT Klein Rodensleben",Montagearbeiter,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Bernd Horst Schwebel,1970,Bernburg,Bernburg (Saale),Staatlich anerkannter Erzieher,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Birgit Albrecht,1965,Rathenow,"Jerichow, OT Altenklitsche",Buchhalter,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Burkhardt Ratzmann,1965,Dessau,"Dessau-Roßlau, OT Rodleben",Angestellter,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Christian Mertens,1991,Magdeburg,Magdeburg,Mitglied des Landtages,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Christian Ulrich Hecht,1971,Halberstadt,Halberstadt,Jurist,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Daniel Rausch,1963,Gotha,Calbe (Saale),Mitglied des Landtages,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Daniel Roi,1987,Wolfen,Bitterfeld-Wolfen,"Ingenieur Landwirtschaft B.Sc., MdL",https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Daniel Wald,1982,Merseburg,"Merseburg, OT Geusa",Mitglied des Landtages,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Dennis Möhring,1976,Blankenburg,Thale,Tischlermeister,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Dirk Jonas,1970,Zeitz,Zeitz,Orthopädiemechanikermeister,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Dirk Lassowski,1973,Osterburg,"Hohe Börde, OT Hohenwarsleben",Wahlkreismitarbeiter,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Dirk Tischmeier,1963,Zerbst,Zerbst/Anhalt,Kaufmann,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Dr. Hans-Thomas Tillschneider,1978,Temeschburg,"Querfurt, OT Grockstädt",Universitätsdozent,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Dr. Jan Moldenhauer,1980,Bergisch Gladbach,Magdeburg,"Wirtschaftswissenschaftler, Mitglied des Landtages",https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Erik Seibicke,1991,Wolmirstedt,Wolmirstedt,Soldat auf Zeit,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Fabian Lüdecke,1978,Salzwedel,Klötze,Haustechniker,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Felix Martin Richter,1964,Mannheim-Käfertal,Arnstein,Bergmann,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Felix Zietmann,1990,Wolmirstedt,Wolmirstedt,Mitglied des Landtages,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Florian Schröder,1975,Halle (Saale),"Petersberg, OT Sennewitz",Mitglied des Landtages,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Frank Otto Lizureck,1960,Tangermünde,Tangermünde,Berater für Projektierung und Konstruktion im Sondermaschinenbau,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Frank Wolfin,1968,Magdeburg,"Hohe Börde, OT Hohenwarsleben",Kfz-Schlosser mit speditionskaufmännischer Ausbildung,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Frank-Ronald Bischoff,1948,Zeitz Aue,Oberharz am Brocken,Jurist,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Gerald Kloth,1989,Osterburg,"Altmärkische Höhe, OT Losse",Maschinen-/Anlagenführer,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Gordon Köhler,1987,Magdeburg,"Gommern, OT Lübs","Verwaltungsfachwirt, Mitglied des Landtages",https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Hagen Kohl,1969,Magdeburg,Magdeburg,"Beamter, Mitglied des Landtages",https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Jan Scharfenort,1972,Osterburg,Burg,Dipl.-Kaumann (FH),https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Juliane Waehler,1986,Zeitz,Elsteraue,Verwaltungsfachangestellte,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Jürgen Treder,1968,Braunschweig,Wallstawe,Reisebusfahrer,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Kai Behrens,1963,Gardelegen,Hansestadt Gardelegen,Versicherungsfachmann,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Lars Witaszak,1986,Stendal,Tangerhütte,Kraftfahrzeugtechnik Meister,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Lothar Otto Waehler,1959,Zeitz,"Gutenborn, OT Droßdorf","SHK-Installateur, Politiker",https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Lothar Waehler,1959,Zeitz,Gutenborn,Sanitär- und Heizungsinstallateur,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Marcel Hahn,1977,Köthen,"Wernigerode, OT Reddeber",Konstruktionsmechaniker,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Marcel Pries,1978,Halle (Saale),"Salzatal, OT Bennstedt",Selbständiger Dachdeckermeister,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Margret Wendt,1955,Bitterfeld,Oranienbaum-Wörlitz,Mitglied des Landtages,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Mario Merten,1971,Stendal,"Tangerhütte, OT Bellingen","Fernmeldebaumonteur, Unternehmer",https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Martin Sehrndt,1952,Halle (Saale),Halle (Saale),Dipl.-Ing. Maschinenbau,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Matthias Büttner,1983,Staßfurt,Staßfurt,Mitglied des Landtages,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Matthias Lieschke,1970,Wittenberg,Kemberg,Karosserie- und Fahrzeugbaumeister,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Matthias Michael Andreas Büttner,1983,Staßfurt,Staßfurt,Mitglied des Landtages,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Michaela Kämpfert,1972,Magdeburg,Angern,"EU-Rentnerin, Sekretärin",https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Nadine Koppehel,1977,Wolfen,"Oranienbaum-Wörlitz, OT Oranienbaum",Landtagsabgeordnete,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Nana Baltgund Yvonne Posch,1979,Querfurt,Farnstädt,Pflegefachkraft,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Nils Reichenbach,1977,Magdeburg,"Schönebeck (Elbe), OT Pretzien",Angestellter,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Oliver Kirchner,1966,Magdeburg,Magdeburg,MdL / Fraktionsvorsitzender,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Paul Backmund,1991,Halle (Saale),Halle (Saale),Objektleiter in der Gebäudereinigung,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Phillipp-Anders Rau,1983,Schönebeck,Gommern,Angestellter,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Ralf Miegel,1967,Gardelegen,"Oebisfelde-Weferlingen, OT Oebisfelde",Angestellter im öffentlichen Dienst,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Reiner Kretschmann,1966,Wippra,Mansfeld,Meister Holztechnik,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Reinhard Lothar Otto Wernicke,1952,Schartau,Burg,"Ortsvorsteher, Rentner",https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Ronny Kumpf,1976,Magdeburg,Magdeburg,Geschäftsführer,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Sebastian Killinger,1986,Rathenow,Tangermünde,Wirtschaftsingenieur,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Sebastian Koch,1987,Gardelegen,Hansestadt Gardelegen,IT-Systemelektroniker,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Simon Lansmann,1982,Gardelegen,Hansestadt Gardelegen,Dipl. Elektroingenieur,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Stefanie Ahlfeld-Bangemann,1987,Stendal,Hansestadt Gardelegen,"selbstständig Physiotherapeutin, Dozentin",https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Thomas Schmirander,1977,Leipzig,"Sülzetal, OT Osterweddingen",Angestellter,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Tobias Rausch,1990,Mellrichstadt,Staßfurt,Parlamentarischer Geschäftsführer der AfD Landtagsfraktion,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Ulrich Siegmund,1990,Havelberg,Tangermünde,selbst. Kaufmann,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Uwe Wolf Dieter Arendt,1967,Halle (Saale),Merseburg,Polizeibeamter,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Vanessa Schade,1995,Magdeburg,"Niedere Börde, OT Samswegen",Staatlich anerkannte Erzieherin,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
afd,Volker Olenicak,1966,Brehna,Muldestausee,Kaufmann,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Andreas Holger Kendelbacher,1958,Zeitz,Elsteraue,Rentner,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Andreas Michelmann,1959,Aschersleben,Aschersleben,Germanist,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Andreas Neubert,1969,Halle (Saale),Halle (Saale),Archäologe,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Carsten Reiche,1981,Wolfen,"Wanzleben-Börde, OT Klein Rodensleben",Polizeibeamter,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Christian Samter,1965,Berlin,Dessau-Roßlau,Versicherungsbetriebswirt,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Christine Meier,1952,Halle (Saale),Magdeburg,Dipl.-Ing. für chemischen Anlagenbau,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Dr. Claudia Wittig,1983,Lutherstadt Wittenberg,Halle (Saale),Historikerin,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Dr. Sylvia Winkelmann-Witkowsky,1959,Rostock,Halle (Saale),Orientarchäologe,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Frank Roßband,1963,Naumburg,Gardelegen,Lehrer,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Heiko Behne,1964,Gardelegen,"Klötze, OT Kunrau",Landmaschinenschlosser,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Holger Köhne,1967,Havelberg,Sandau (Elbe),Finanzwirt (CoB),https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Hugo Boeck,1950,Magdeburg,Magdeburg,Rentner,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Joachim Pasemann,1964,Wernigerode,Wernigerode,Prüfer,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,John Lucas Dittrich,2004,Magdeburg,Magdeburg,Werkstudent,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Jörg Peter Vogt,1961,Ludwigslust,Magdeburg,"Diakon, Archäologe",https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Lenny Werner Wapenhans,2000,Magdeburg,Magdeburg,Bauingenieur,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,László Müller,1974,Weimar,Landsberg,Angestellter im Öffentlichen Dienst,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Margitta Kriebel,1965,Perleberg,Colbitz,"Diplom-Forstingenieur, Referentin",https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Matthias Hohmann,1959,Burg,Burg,Rentner,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Maximilian Schwartz,2004,Zell (Mosel),Ilsenburg (Harz),Kesselwärter,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Michael Benecke,1959,Magdeburg,"Hohe Börde, OT Niederndodeleben",Rentner,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Michael Deckert,1961,Dahme,Flechtingen,Dipl.-Forstingenieur,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Michael Fürst,1966,Dresden,Angern,Informatiker,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Michael Kühne,1964,Magdeburg,"Sülzetal, OT Langenweddingen",Promotor,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Michael Reim,1983,Darmstadt,Ballenstedt,Fachinformatiker,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Michael Wolfgang Fürst,1966,Dresden,Angern,Informatiker,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Monika Gehlis,1954,Halberstadt,Halberstadt,Rentnerin,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Monika Karin Gehlis,1954,Halberstadt,Halberstadt,Rentnerin,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Oliver Bart,1981,Haldensleben,Haldensleben,Angestellter,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Roland Herbert,1960,Magdeburg,Staßfurt,Berufsschullehrer,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
bsw,Rudenz Schramm,1954,Eisenach,Halle (Saale),Diplomkulturwissenschaftler,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
